stage,case_id,base_mechanism,initial_microstructure_mode,G0_mean_nm,rho0,topology,pore_ln_sigma,large_pore_tail_fraction,large_pore_radius_factor,bimodal_fine_fraction,G0_ln_sigma,coarse_grain_tail_fraction,coarse_grain_radius_factor,pore_location_bias,grain_pore_correlation,residual_stress_mode,sigma_res_scale,stress_sign,rate,peak_T_C,hold_h,both_paths_attained,max_ratio,median_ratio,meaningful_span,meaningful,strong,tail_only,classification,disabled_recovery
combined,C025,mech_019,large_pore_tail,150,0.75,baseline,0.65,0.05,2,0.7,0.5,0.1,4,baseline,none,evolving_PR_generated,1.0,tensile,100,1400,8,False,1.087623563779477,1.069246802957441,0.0,False,False,False,negligible,False
combined,C026,mech_009_q0,bimodal_pore_distribution,225,0.75,GBseg_rich,0.95,0.1,4,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,evolving_shear_generated,1.0,mixed,20,1450,8,True,1.0232281231496907,0.9888095958911356,0.0,False,False,False,negligible,False
combined,C027,mech_019_q0,broad_grain_distribution,75,0.65,GBseg_rich,1.2,0.2,4,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,mixed_evolving,1.0,compressive,100,1500,8,False,1.0791061307291474,1.0041495665078894,0.0,False,False,False,negligible,False
combined,C028,mech_009,correlated_pore_grain_distribution,150,0.65,TJ_rich,0.35,0.02,8,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,initial_only,2.0,tensile,20,1350,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C029,mech_019,defect_rich_large_pore,225,0.65,TJ_rich,0.65,0.05,8,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,evolving_PR_generated,2.0,mixed,100,1400,20,False,1.1787701351298026,1.1561799499450118,0.0,False,False,False,negligible,False
combined,C030,mech_009_q0,broad_pore_distribution,75,0.7,mixed_GBseg_TJ,0.95,0.1,12,0.5,0.25,0.05,2,baseline,none,evolving_shear_generated,2.0,compressive,20,1450,20,False,1.0264384635730757,0.9813117996386934,0.0,False,False,False,negligible,False
combined,C031,mech_019_q0,large_pore_tail,150,0.7,mixed_GBseg_TJ,1.2,0.2,12,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,mixed_evolving,2.0,tensile,100,1500,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C032,mech_009,bimodal_pore_distribution,225,0.7,baseline,0.35,0.02,2,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,initial_only,0.25,mixed,20,1350,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C033,mech_019,broad_grain_distribution,75,0.75,baseline,0.65,0.05,2,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,evolving_PR_generated,0.25,compressive,100,1400,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C034,mech_009_q0,correlated_pore_grain_distribution,150,0.75,GBseg_rich,0.95,0.1,4,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,evolving_shear_generated,0.25,tensile,20,1450,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C035,mech_019_q0,defect_rich_large_pore,225,0.75,GBseg_rich,1.2,0.2,4,0.9,0.75,0.2,8,baseline,none,mixed_evolving,0.25,mixed,100,1500,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C036,mech_009,broad_pore_distribution,75,0.65,TJ_rich,0.35,0.02,8,0.5,0.25,0.05,2,GBseg_fine_rich,large_pores_on_large_grains,initial_only,0.5,compressive,20,1350,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C037,mech_019,large_pore_tail,150,0.65,TJ_rich,0.65,0.05,8,0.7,0.5,0.1,4,TJ_large_rich,large_pores_on_small_grains,evolving_PR_generated,0.5,tensile,100,1400,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C038,mech_009_q0,bimodal_pore_distribution,225,0.65,mixed_GBseg_TJ,0.95,0.1,12,0.9,0.75,0.2,8,isolated_large_rich,TJ_pores_on_small_grains,evolving_shear_generated,0.5,mixed,20,1450,2,False,0.9873072756542275,0.9851887670066433,0.0,False,False,False,negligible,False
combined,C039,mech_019_q0,broad_grain_distribution,75,0.7,mixed_GBseg_TJ,1.2,0.2,12,0.5,0.25,0.05,2,mixed,isolated_pores_on_large_grains,mixed_evolving,0.5,compressive,100,1500,2,False,0.9502237906637043,0.9454794642906352,0.0,False,False,False,negligible,False
combined,C040,mech_009,correlated_pore_grain_distribution,150,0.7,baseline,0.35,0.02,2,0.7,0.5,0.1,4,baseline,none,initial_only,1.0,tensile,20,1350,8,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C041,mech_019,defect_rich_large_pore,225,0.7,baseline,0.65,0.05,2,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,evolving_PR_generated,1.0,mixed,100,1400,8,False,1.0204003129459074,1.008631372075656,0.0,False,False,False,negligible,False
combined,C042,mech_009_q0,broad_pore_distribution,75,0.75,GBseg_rich,0.95,0.1,4,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,evolving_shear_generated,1.0,compressive,20,1450,8,False,1.0071647529216579,0.9937751073983243,0.0,False,False,False,negligible,False
combined,C043,mech_019_q0,large_pore_tail,150,0.75,GBseg_rich,1.2,0.2,4,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,mixed_evolving,1.0,tensile,100,1500,8,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C044,mech_009,bimodal_pore_distribution,225,0.75,TJ_rich,0.35,0.02,8,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,initial_only,2.0,mixed,20,1350,20,True,1.0298999024226967,1.0078565483219575,0.0,False,False,False,negligible,False
combined,C045,mech_019,broad_grain_distribution,75,0.65,TJ_rich,0.65,0.05,8,0.5,0.25,0.05,2,baseline,none,evolving_PR_generated,2.0,compressive,100,1400,20,False,1.011361192829415,0.9888493711818849,0.0,False,False,False,negligible,False
combined,C046,mech_009_q0,correlated_pore_grain_distribution,150,0.65,mixed_GBseg_TJ,0.95,0.1,12,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,evolving_shear_generated,2.0,tensile,20,1450,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C047,mech_019_q0,defect_rich_large_pore,225,0.65,mixed_GBseg_TJ,1.2,0.2,12,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,mixed_evolving,2.0,mixed,100,1500,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C048,mech_009,broad_pore_distribution,75,0.7,baseline,0.35,0.02,2,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,initial_only,0.25,compressive,20,1350,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C049,mech_019,large_pore_tail,150,0.7,baseline,0.65,0.05,2,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,evolving_PR_generated,0.25,tensile,100,1400,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C050,mech_009_q0,bimodal_pore_distribution,225,0.7,GBseg_rich,0.95,0.1,4,0.9,0.75,0.2,8,baseline,none,evolving_shear_generated,0.25,mixed,20,1450,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C051,mech_019_q0,broad_grain_distribution,75,0.75,GBseg_rich,1.2,0.2,4,0.5,0.25,0.05,2,GBseg_fine_rich,large_pores_on_large_grains,mixed_evolving,0.25,compressive,100,1500,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C052,mech_009,correlated_pore_grain_distribution,150,0.75,TJ_rich,0.35,0.02,8,0.7,0.5,0.1,4,TJ_large_rich,large_pores_on_small_grains,initial_only,0.5,tensile,20,1350,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C053,mech_019,defect_rich_large_pore,225,0.75,TJ_rich,0.65,0.05,8,0.9,0.75,0.2,8,isolated_large_rich,TJ_pores_on_small_grains,evolving_PR_generated,0.5,mixed,100,1400,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C054,mech_009_q0,broad_pore_distribution,75,0.65,mixed_GBseg_TJ,0.95,0.1,12,0.5,0.25,0.05,2,mixed,isolated_pores_on_large_grains,evolving_shear_generated,0.5,compressive,20,1450,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C055,mech_019_q0,large_pore_tail,150,0.65,mixed_GBseg_TJ,1.2,0.2,12,0.7,0.5,0.1,4,baseline,none,mixed_evolving,0.5,tensile,100,1500,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C056,mech_009,bimodal_pore_distribution,225,0.65,baseline,0.35,0.02,2,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,initial_only,1.0,mixed,20,1350,8,False,1.0034440766287644,1.0021204078977033,0.0,False,False,False,negligible,False
combined,C057,mech_019,broad_grain_distribution,75,0.7,baseline,0.65,0.05,2,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,evolving_PR_generated,1.0,compressive,100,1400,8,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C058,mech_009_q0,correlated_pore_grain_distribution,150,0.7,GBseg_rich,0.95,0.1,4,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,evolving_shear_generated,1.0,tensile,20,1450,8,False,1.2816882040032098,1.1680689535061342,0.0,False,False,False,weak,False
combined,C059,mech_019_q0,defect_rich_large_pore,225,0.7,GBseg_rich,1.2,0.2,4,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,mixed_evolving,1.0,mixed,100,1500,8,False,1.142311398649669,1.0914541524308046,0.0,False,False,False,negligible,False
combined,C060,mech_009,broad_pore_distribution,75,0.75,TJ_rich,0.35,0.02,8,0.5,0.25,0.05,2,baseline,none,initial_only,2.0,compressive,20,1350,20,False,1.0687781367858964,1.0621461079259966,0.0,False,False,False,negligible,False
combined,C061,mech_019,large_pore_tail,150,0.75,TJ_rich,0.65,0.05,8,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,evolving_PR_generated,2.0,tensile,100,1400,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C062,mech_009_q0,bimodal_pore_distribution,225,0.75,mixed_GBseg_TJ,0.95,0.1,12,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,evolving_shear_generated,2.0,mixed,20,1450,20,True,1.156474706702175,1.0272973671667238,0.0,False,False,False,negligible,False
combined,C063,mech_019_q0,broad_grain_distribution,75,0.65,mixed_GBseg_TJ,1.2,0.2,12,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,mixed_evolving,2.0,compressive,100,1500,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C064,mech_009,correlated_pore_grain_distribution,150,0.65,baseline,0.35,0.02,2,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,initial_only,0.25,tensile,20,1350,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C065,mech_019,defect_rich_large_pore,225,0.65,baseline,0.65,0.05,2,0.9,0.75,0.2,8,baseline,none,evolving_PR_generated,0.25,mixed,100,1400,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C066,mech_009_q0,broad_pore_distribution,75,0.7,GBseg_rich,0.95,0.1,4,0.5,0.25,0.05,2,GBseg_fine_rich,large_pores_on_large_grains,evolving_shear_generated,0.25,compressive,20,1450,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C067,mech_019_q0,large_pore_tail,150,0.7,GBseg_rich,1.2,0.2,4,0.7,0.5,0.1,4,TJ_large_rich,large_pores_on_small_grains,mixed_evolving,0.25,tensile,100,1500,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C068,mech_009,bimodal_pore_distribution,225,0.7,TJ_rich,0.35,0.02,8,0.9,0.75,0.2,8,isolated_large_rich,TJ_pores_on_small_grains,initial_only,0.5,mixed,20,1350,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C069,mech_019,broad_grain_distribution,75,0.75,TJ_rich,0.65,0.05,8,0.5,0.25,0.05,2,mixed,isolated_pores_on_large_grains,evolving_PR_generated,0.5,compressive,100,1400,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C070,mech_009_q0,correlated_pore_grain_distribution,150,0.75,mixed_GBseg_TJ,0.95,0.1,12,0.7,0.5,0.1,4,baseline,none,evolving_shear_generated,0.5,tensile,20,1450,2,False,0.9875964450746358,0.9789640336819667,0.0,False,False,False,negligible,False
combined,C071,mech_019_q0,defect_rich_large_pore,225,0.75,mixed_GBseg_TJ,1.2,0.2,12,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,mixed_evolving,0.5,mixed,100,1500,2,False,0.9404481683563218,0.9281869580205914,0.0,False,False,False,negligible,False
combined,C072,mech_009,broad_pore_distribution,75,0.65,baseline,0.35,0.02,2,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,initial_only,1.0,compressive,20,1350,8,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C073,mech_019,large_pore_tail,150,0.65,baseline,0.65,0.05,2,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,evolving_PR_generated,1.0,tensile,100,1400,8,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C074,mech_009_q0,bimodal_pore_distribution,225,0.65,GBseg_rich,0.95,0.1,4,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,evolving_shear_generated,1.0,mixed,20,1450,8,True,1.0295203426919852,1.0040032882868668,0.0,False,False,False,negligible,False
combined,C075,mech_019_q0,broad_grain_distribution,75,0.7,GBseg_rich,1.2,0.2,4,0.5,0.25,0.05,2,baseline,none,mixed_evolving,1.0,compressive,100,1500,8,True,1.0615026433777015,0.9617934737124066,0.0,False,False,False,negligible,False
combined,C076,mech_009,correlated_pore_grain_distribution,150,0.7,TJ_rich,0.35,0.02,8,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,initial_only,2.0,tensile,20,1350,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C077,mech_019,defect_rich_large_pore,225,0.7,TJ_rich,0.65,0.05,8,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,evolving_PR_generated,2.0,mixed,100,1400,20,False,1.1906400264516184,1.1781669111388686,0.0,False,False,False,negligible,False
combined,C078,mech_009_q0,broad_pore_distribution,75,0.75,mixed_GBseg_TJ,0.95,0.1,12,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,evolving_shear_generated,2.0,compressive,20,1450,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C079,mech_019_q0,large_pore_tail,150,0.75,mixed_GBseg_TJ,1.2,0.2,12,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,mixed_evolving,2.0,tensile,100,1500,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C080,mech_009,bimodal_pore_distribution,225,0.75,baseline,0.35,0.02,2,0.9,0.75,0.2,8,baseline,none,initial_only,0.25,mixed,20,1350,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C081,mech_019,broad_grain_distribution,75,0.65,baseline,0.65,0.05,2,0.5,0.25,0.05,2,GBseg_fine_rich,large_pores_on_large_grains,evolving_PR_generated,0.25,compressive,100,1400,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C082,mech_009_q0,correlated_pore_grain_distribution,150,0.65,GBseg_rich,0.95,0.1,4,0.7,0.5,0.1,4,TJ_large_rich,large_pores_on_small_grains,evolving_shear_generated,0.25,tensile,20,1450,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C083,mech_019_q0,defect_rich_large_pore,225,0.65,GBseg_rich,1.2,0.2,4,0.9,0.75,0.2,8,isolated_large_rich,TJ_pores_on_small_grains,mixed_evolving,0.25,mixed,100,1500,0,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C084,mech_009,broad_pore_distribution,75,0.7,TJ_rich,0.35,0.02,8,0.5,0.25,0.05,2,mixed,isolated_pores_on_large_grains,initial_only,0.5,compressive,20,1350,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C085,mech_019,large_pore_tail,150,0.7,TJ_rich,0.65,0.05,8,0.7,0.5,0.1,4,baseline,none,evolving_PR_generated,0.5,tensile,100,1400,2,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C086,mech_009_q0,bimodal_pore_distribution,225,0.7,mixed_GBseg_TJ,0.95,0.1,12,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,evolving_shear_generated,0.5,mixed,20,1450,2,False,0.9964368195834269,0.9858494383865017,0.0,False,False,False,negligible,False
combined,C087,mech_019_q0,broad_grain_distribution,75,0.75,mixed_GBseg_TJ,1.2,0.2,12,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,mixed_evolving,0.5,compressive,100,1500,2,False,0.9592168552600011,0.9511548567790903,0.0,False,False,False,negligible,False
combined,C088,mech_009,correlated_pore_grain_distribution,150,0.75,baseline,0.35,0.02,2,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,initial_only,1.0,tensile,20,1350,8,False,1.0477213566643577,1.0426887228699393,0.0,False,False,False,negligible,False
combined,C089,mech_019,defect_rich_large_pore,225,0.75,baseline,0.65,0.05,2,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,evolving_PR_generated,1.0,mixed,100,1400,8,False,1.001023342958604,0.9949776875779517,0.0,False,False,False,negligible,False
combined,C090,mech_009_q0,broad_pore_distribution,75,0.65,GBseg_rich,0.95,0.1,4,0.5,0.25,0.05,2,baseline,none,evolving_shear_generated,1.0,compressive,20,1450,8,False,0.9724731255801824,0.9700976889525017,0.0,False,False,False,negligible,False
combined,C091,mech_019_q0,large_pore_tail,150,0.65,GBseg_rich,1.2,0.2,4,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,mixed_evolving,1.0,tensile,100,1500,8,False,1.6621268419096147,1.5893297420051806,0.0,False,False,False,weak,False
combined,C092,mech_009,bimodal_pore_distribution,225,0.65,TJ_rich,0.35,0.02,8,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,initial_only,2.0,mixed,20,1350,20,False,1.0243636560414813,1.0100994326821215,0.0,False,False,False,negligible,False
combined,C093,mech_019,broad_grain_distribution,75,0.7,TJ_rich,0.65,0.05,8,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,evolving_PR_generated,2.0,compressive,100,1400,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C094,mech_009_q0,correlated_pore_grain_distribution,150,0.7,mixed_GBseg_TJ,0.95,0.1,12,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,evolving_shear_generated,2.0,tensile,20,1450,20,False,nan,nan,0.0,False,False,False,unattainable,False
combined,C095,mech_019_q0,defect_rich_large_pore,225,0.7,mixed_GBseg_TJ,1.2,0.2,12,0.9,0.75,0.2,8,baseline,none,mixed_evolving,2.0,mixed,100,1500,20,False,nan,nan,0.0,False,False,False,unattainable,False
